,0,1,2,3,4
92bdcd23-8013-4961-830c-40543a5977e4,STRATEGIC MARKETING INNOVATIONS,AMERESCO,,2014-04-16T13:00:27.463000-04:00,2014
ccb2d06f-3965-4dfd-b16f-c5ba01062b1a,FEDERAL SCIENCE PARTNERS LLC,"VAISALA, INC.",,2014-06-04T16:00:05.880000-04:00,2014
1683d3e3-6690-4622-9af7-d79eb115cf6c,MAYER BROWN LLP,CAITHNESS ENERGY,,2014-06-11T22:00:05.947000-04:00,2014
1683d3e3-6690-4622-9af7-d79eb115cf6c,MAYER BROWN LLP,CAITHNESS ENERGY,,2014-06-11T22:00:05.947000-04:00,2014
d9af8ef7-5174-43c8-8472-6bbd53aba349,"CAVAROCCHI RUSCIO DENNIS ASSOCIATES, L.L.C.","CONSOLIDATED EDISON SOLUTIONS, INC.",,2014-07-01T19:00:09.917000-04:00,2014
febbcaee-8ce6-402c-b89e-527efe8334cb,CAPITOL HILL CONSULTING GROUP,NATIONAL ALLIANCE OF FOREST OWNERS,,2014-07-10T01:00:03.313000-04:00,2011
1aac04d8-f394-4950-9ca1-b1f8f731d6c7,BLUEWATER STRATEGIES,SONOMA COUNTY,,2014-07-18T15:59:35-04:00,2014
8f337472-5e3b-44ee-8d61-5373f6c49650,AMERICAN FOREST FOUNDATION,AMERICAN FOREST FOUNDATION,,2014-10-20T00:00:00-04:00,2014
94b433ae-b780-47d7-99e2-1107ad9c6848,WILMER CUTLER PICKERING HALE AND DORR LLP,CASPIAN GROUP HOLDINGS,,2014-10-30T15:57:51-04:00,2014
34390fb7-6efa-4a40-8f11-559d75d211ed,WILMER CUTLER PICKERING HALE AND DORR LLP,CASPIAN GROUP HOLDINGS,,2014-11-05T12:11:22-05:00,2014
1941f72a-ecf6-4654-ad74-4e04ebf7cdd4,"CAPITOL TAX PARTNERS, LLP","APEX CLEAN ENERGY, INC.",,2014-11-10T08:55:25-05:00,2014
b83e5616-0c0d-4944-a572-1614875bc0aa,KELLEY DRYE & WARREN LLP,REENERGY HOLDINGS LLC,,2014-11-14T00:00:00-05:00,2014
58646ec2-7875-4788-a635-bcf9a4ad2a52,"LIEBMAN & ASSOCIATES, INC.","CARGILL, INC.",,2014-12-17T11:54:56-05:00,2014
33d27fd4-b218-4cf4-9819-8223d321c025,PRIME POLICY GROUP,SILICON RANCH CORPORATION,,2015-01-13T15:53:01-05:00,2014
8914ce5d-09ec-42da-88fa-ff4f71cdacdc,HBW RESOURCES,JAX CHAMBER,,2015-01-30T00:00:00-05:00,2015
8914ce5d-09ec-42da-88fa-ff4f71cdacdc,HBW RESOURCES,JAX CHAMBER,,2015-01-30T00:00:00-05:00,2015
304539d3-89fc-4330-9149-8246cb044d19,WEST FRONT STRATEGIES LLC,"REPUBLIC SERVICES, INC.",,2015-02-14T15:08:03-05:00,2015
bb7c9b30-e1f1-46d4-983d-5b1227181351,WEST FRONT STRATEGIES LLC,THE ALLIANCE FOR SOLAR CHOICE,,2015-02-14T15:49:33-05:00,2015
15c21124-a2ca-4dd7-941e-83bae2c519a4,SC PARTNERS LLC,PATTERN ENERGY GROUP LP,,2015-03-06T13:50:33-05:00,2015
4b391dbc-b997-46c6-bdfe-81b6daee2a80,VAN SCOYOC ASSOCIATES,"HOOSIER ENERGY RURAL ELECTRIC COOPERATIVE, INC. DBA HOOSIER ENERGY",,2015-04-03T13:37:43-04:00,2015
e9fdf8c6-4193-416f-8da5-dd90cc498ec2,"RECURRENT ENERGY, LLC","RECURRENT ENERGY, LLC",,2015-04-20T13:48:37-04:00,2015
101c02d7-08b0-488b-b0f6-5e2b3349a6ee,"AVANGRID, INC.",AVANGRID INC,,2015-04-20T16:11:42-04:00,2015
f520da57-0816-4a3f-9c49-1ef592169a30,SUBJECT MATTER (FKA ELMENDORF RYAN),GCI COMMUNICATION CORP.,,2015-04-21T16:23:11-04:00,2015
f520da57-0816-4a3f-9c49-1ef592169a30,SUBJECT MATTER (FKA ELMENDORF RYAN),GCI COMMUNICATION CORP.,,2015-04-21T16:23:11-04:00,2015
bfb7b7d6-701e-42df-bf10-8d68c9dbff5d,"DECKER GARMAN SULLIVAN AND ASSOCIATES, LLC",INNOVATION REFORM ACTION PROJECT,,2015-04-23T15:28:48-04:00,2015
eb5d0da4-57cc-42b3-9011-4516f4546d4e,RES-AMERICAS,RES-AMERICAS,,2015-07-21T15:17:22-04:00,2015
a84e0ba0-de3d-41ff-9f0a-7d1763708529,DENTONS US LLP,MANITOBA HYDRO CORPORATION,,2015-07-29T16:40:48-04:00,2015
6ba9e12b-e501-4734-846b-f927c842b074,"K&L GATES, LLP",TOYOTA TSUSHO CORPORATION,,2015-11-13T16:36:56-05:00,2015
7e2acc9e-7643-4db3-a3c0-7c6344fb7c85,THE CONSILIO GROUP,"NITRO-TURBODYNE, INC.",,2016-01-13T15:54:04-05:00,2016
adc03a70-5e1b-4525-acf4-6416b7b00eb9,OTT BIELITZKI & O'NEILL PLLC,DYNAMIC SOLAR SYSTEMS,,2016-01-27T12:15:39-05:00,2016
ff1017ad-b470-4ce9-9357-db883cb5fdd7,FARRAGUT PARTNERS LLP,"NEXTERA ENERGY, INC.",,2016-02-12T17:59:24-05:00,2016
b587e4b0-950a-4362-bf26-d33ac29c150d,"KADESH & ASSOCIATES, LLC",THE NATIONAL PARKS CONSERVATION ASSOCIATION,,2016-03-17T13:27:36-04:00,2016
b5a98e43-220f-4cfd-8cde-f0656afb7179,"PODESTA GROUP, INC.",TIN THANH ELECTRICITY STEAM INDUSTRIAL CORP.,,2016-04-05T18:00:48-04:00,2016
81a69cc0-3f82-405f-9888-e4967b69a3f8,"THE ROSE COMPANY, LLC","DAVID L. HORNE, LLC ON BEHALF OF SORENSON ENGINEERING, INC.",,2016-04-28T10:27:09-04:00,2016
eeb45c9f-9467-414e-9701-2b5313813517,CDB PROJX LLC,MCALLISTER & QUINN ON BEHALF OF CLEMSON UNIVERSITY,,2016-04-29T17:28:58-04:00,2016
bf38d3cf-d6d7-4346-b1ae-6fc3e9e34341,"38 NORTH SOLUTIONS, LLC","INVENERGY, LLC",,2016-10-19T13:19:07-04:00,2016
3fe1b59e-585c-436b-90e9-0259bf35982a,"HOWMET AEROSPACE, INC. FORMALLY KNOWN AS ARCONIC, INC.",HOWMET AEROSPACE INC FORMALLY KNOWN AS ARCONIC INC,,2016-11-30T16:23:27-05:00,2016
3fe1b59e-585c-436b-90e9-0259bf35982a,"HOWMET AEROSPACE, INC. FORMALLY KNOWN AS ARCONIC, INC.",HOWMET AEROSPACE INC FORMALLY KNOWN AS ARCONIC INC,,2016-11-30T16:23:27-05:00,2016
9655b8cd-04d2-4aae-9207-8906a17436d8,DENTONS US LLP,BROOKFIELD RENEWABLE ENERGY MARKETING US LLC,,2016-12-13T17:56:49-05:00,2016
40d6d2a7-70d7-41a2-b893-6c63620cf56a,"THE FERGUSON GROUP, LLC","CAT CREEK ENERGY, LLC",,2017-03-28T12:10:17-04:00,2017
e7c24b16-fd0b-4078-977e-df37716b9dac,BRACEWELL LLP,AMERICAN WIND ENERGY ASSOCIATION,,2017-04-04T16:28:47-04:00,2017
