,0,1,2,3
677eb31c-e8f8-4697-ae46-8a13f420d926,AMERICAN CIVIL LIBERTIES UNION,320000.00,2018-07-20T12:54:33.037000-04:00,2018
3bbe9605-705a-4bac-bdde-9064a06bc432,"MASON CONSULTING, LLC",,2018-07-20T15:55:10.970000-04:00,2018
40938a64-5a1a-4a3b-816f-218960037eb2,"NVG, LLC",,2018-07-20T17:01:03.503000-04:00,2018
314963c5-529f-4dc1-83c8-a9afa87eee80,"NVG, LLC",,2018-07-20T17:04:51.597000-04:00,2018
e4fc8d7f-409d-47ce-b674-24bbc96c0613,"LIONEL ""LEO"" AGUIRRE",,2018-07-20T19:42:55.803000-04:00,2018
9fe240c0-cc78-4912-a36f-5fdf1a7788b8,"THE MITCHELL FIRM, INC.",,2018-07-20T23:07:07.860000-04:00,2018
ce2cf52d-13e9-4603-ba68-23453e9f309c,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,70000.00,2018-07-25T19:24:53.383000-04:00,2018
430607a1-5b37-4900-b64a-3af605b0674e,AMERICAN HORTICULTURE INDUSTRY ASSOCIATION,20000.00,2018-07-30T10:33:11.897000-04:00,2018
1e71d178-daa9-42ec-9de4-02a2ad76701b,ANTI-DEFAMATION LEAGUE,40000.00,2018-08-06T11:04:04.197000-04:00,2018
4eb3f3ba-e7ee-4cf4-a945-899fa659de4c,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2018-08-16T12:40:07.870000-04:00,2017
78470bbf-75e9-4394-a2d4-fcf443d066c8,"LIONEL ""LEO"" AGUIRRE",,2018-10-01T15:02:31.967000-04:00,2018
e125ef0f-d7f8-43cf-8637-bbf81a22b61e,"NVG, LLC",,2018-10-18T12:36:07.670000-04:00,2018
1ac13256-3f11-4313-b0aa-ac28c37e8282,"AMNESTY INTERNATIONAL OF THE USA, INC.",30000.00,2018-10-19T10:22:57.153000-04:00,2018
f8e97d40-d24e-4822-8ff0-b03da8a5cab6,LEAGUE OF WOMEN VOTERS OF THE U.S.,22724.00,2018-10-19T14:19:55.900000-04:00,2018
ef6b1c43-20f1-4a7d-ade8-5fd826a78b7b,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),80000.00,2018-10-19T15:21:29.470000-04:00,2018
03d8b4f0-35e3-477f-8eb9-a2956bca2193,"NVG, LLC",,2018-10-19T15:57:16.957000-04:00,2018
5e78f60f-2536-4e1b-afc1-3110eb03088b,"THE MITCHELL FIRM, INC.",,2018-10-21T23:29:05.300000-04:00,2018
0a478352-8257-4df0-bc27-028e95203fb0,AMERICAN CIVIL LIBERTIES UNION,270000.00,2018-10-22T14:27:31.887000-04:00,2018
3133a361-3d65-4287-9152-c86a4f818b4e,"MASON CONSULTING, LLC",,2018-10-23T15:52:02.777000-04:00,2018
9bc716e8-6dc1-435d-a414-628d68263a5c,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2018-10-24T17:45:14.863000-04:00,2018
9c7fbb71-d5c1-4e42-bc14-1a0df40e6605,ANTI-DEFAMATION LEAGUE,40000.00,2018-11-05T17:46:52.127000-05:00,2018
400ea428-2eac-45ad-8cb1-8dbf3905a460,"LIONEL ""LEO"" AGUIRRE",,2019-01-08T18:26:01.610000-05:00,2018
a16ac2ae-9910-4d19-bd31-5e904a2b6bb8,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),61424.00,2019-01-17T14:52:39.047000-05:00,2018
5f26e5e7-a258-496e-9642-d78e103c5640,"NVG, LLC",,2019-01-18T10:02:47.707000-05:00,2018
4c448193-359e-4c30-8e42-c7adb87f2b75,LEAGUE OF WOMEN VOTERS OF THE U.S.,38672.18,2019-01-18T16:18:57.157000-05:00,2018
73f63fb6-4da1-40cc-a68b-d99f53e0e0a7,"NVG, LLC",,2019-01-22T11:03:58.257000-05:00,2018
415cc214-272f-484f-945c-36892ba2a20a,AMERICAN CIVIL LIBERTIES UNION,380000.00,2019-01-22T15:21:28.447000-05:00,2018
538fd6df-0cfa-46ae-82c9-d90c4229fae8,"THE MITCHELL FIRM, INC.",,2019-01-22T21:50:36.857000-05:00,2018
59cdf59d-df07-40c3-b1cc-dd8cadecc4b9,"MASON CONSULTING, LLC",,2019-01-23T10:49:47.720000-05:00,2018
2ad56b33-eada-4b5c-bef9-c1d16f75c68a,"NVG, LLC",,2019-01-23T15:08:19.787000-05:00,2018
7c7a5e12-cae8-4ff2-aa96-e3623faca1b7,"CLARISSA J MIDDLETON, LOBBYIST",,2019-02-01T18:30:38.537000-05:00,2019
ed2264dc-3bc3-4a2f-80be-56436f7b504c,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2019-02-03T21:18:40.040000-05:00,2018
554c8192-539e-4061-9ef9-78e4c6bbda8b,ANTI-DEFAMATION LEAGUE,50000.00,2019-02-05T14:03:00.103000-05:00,2018
abbe7869-19dd-478b-850a-fb31b36bc6d0,"CLARISSA J MIDDLETON, LOBBYIST",,2019-02-20T12:10:02.553000-05:00,2019
d7e5ea68-8409-4a15-87c4-efdb85befced,LEAGUE OF WOMEN VOTERS OF THE U.S.,31647.00,2019-04-18T09:06:14.287000-04:00,2019
d65cd5fe-94bc-45d7-b931-44fb075016cc,"NVG, LLC",,2019-04-18T16:57:11.787000-04:00,2019
824ad34e-7217-4be4-b1a2-377f00dfd076,"LIONEL ""LEO"" AGUIRRE",,2019-04-20T23:19:47.567000-04:00,2019
b698b4c9-d230-4423-a441-7b34744fdd64,AMERICAN CIVIL LIBERTIES UNION,310000.00,2019-04-22T17:33:25.240000-04:00,2019
72936ebe-9d9c-4588-bbb1-24f2e4df96b9,"MASON CONSULTING, LLC",,2019-04-22T17:36:44.883000-04:00,2019
ef7611f0-fe84-4c36-a68b-35c1611138fb,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2019-04-24T14:04:37.647000-04:00,2019
bdb322fe-87c4-49c5-b1fb-90adc009efcf,COALITION ON HUMAN NEEDS,,2019-07-02T17:46:18.573000-04:00,2019
84c73493-cfd5-4add-a269-a020b391c211,THE IMMIGRATION HUB LLC,70000.00,2019-07-10T17:52:16.263000-04:00,2019
29ae43b2-6ec0-4085-9381-b7e0d245efa8,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,72500.00,2019-07-17T18:35:20.940000-04:00,2019
0f1c3fb4-e618-45a7-9189-ad33f7d531a7,LEAGUE OF WOMEN VOTERS OF THE U.S.,126272.00,2019-07-18T15:40:27.710000-04:00,2019
72263b5f-496f-4f6b-90ad-7bddb70bdab8,"LIONEL ""LEO"" AGUIRRE",,2019-07-20T20:52:48.367000-04:00,2019
8a808638-f586-48a7-a337-b141ab43ec09,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2019-07-21T21:15:05.207000-04:00,2019
8a808638-f586-48a7-a337-b141ab43ec09,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2019-07-21T21:15:05.207000-04:00,2019
b745e23a-8f27-40da-9c65-4b62be55c285,"NVG, LLC",,2019-07-22T16:28:40.317000-04:00,2019
5f8fb509-2847-4943-9ca2-b5d052c07e2f,AMERICAN CIVIL LIBERTIES UNION,310000.00,2019-07-22T17:55:26.733000-04:00,2019
0104502a-f684-405b-8793-decd8ecd218a,"MASON CONSULTING, LLC",,2019-07-26T11:08:29.703000-04:00,2019
06ac8750-f994-4304-bde5-00f5375a2185,ACT FOR AMERICA,10000.00,2019-07-30T11:05:29.493000-04:00,2019
50be1841-bf6e-444c-ac30-25f9a50178db,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),80000.00,2019-07-31T17:11:21.637000-04:00,2018
699e9f0f-f0da-40d9-90bb-e43eda64475d,"LIONEL ""LEO"" AGUIRRE",,2019-10-07T01:01:41.043000-04:00,2019
24453e27-d9b2-4d2b-8fb4-7bb5174528c4,THE IMMIGRATION HUB LLC,70000.00,2019-10-10T16:05:13.207000-04:00,2019
580aa41b-ed9e-4950-8e6a-8212c2ad87df,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),75000.00,2019-10-10T16:05:45.067000-04:00,2018
bc8f72bc-de1b-4edc-ae56-5f6dcab0fd24,COALITION ON HUMAN NEEDS,,2019-10-14T10:33:56.457000-04:00,2019
34a465c7-e273-4fb8-b585-941441ea5656,ACT FOR AMERICA,10000.00,2019-10-17T09:56:26.543000-04:00,2019
089f3da1-5572-4d33-8f36-05c97f662b3f,LEAGUE OF WOMEN VOTERS OF THE U.S.,45444.00,2019-10-18T16:45:31.980000-04:00,2019
ddbc27ad-4820-49e3-a3dc-f539899365bc,"NVG, LLC",,2019-10-21T14:34:20.477000-04:00,2019
fdfd5dc9-4ead-4674-a58f-e9ddfadf3199,REGENXBIO,50000.00,2019-10-21T16:02:43.570000-04:00,2019
12b03162-e929-4e47-8c29-98b2b492df4e,"MASON CONSULTING, LLC",,2019-10-21T16:21:37.477000-04:00,2019
1dd76ae2-f030-428d-98c4-4eea16ffdc8b,AMERICAN CIVIL LIBERTIES UNION,270000.00,2019-10-21T16:55:37.993000-04:00,2019
75d1648e-a2dc-4ea4-8417-64cc96c77803,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2019-10-24T12:12:08.637000-04:00,2019
c81db4b7-c255-477f-8301-e3fb0b58428d,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,72500.00,2019-10-28T15:40:06.023000-04:00,2019
58644c73-0048-418b-8ccc-4d890eeda70c,COALITION ON HUMAN NEEDS,,2020-01-02T11:54:14.463000-05:00,2019
50d4db29-7502-4fcd-b3ec-297884339da4,NATIONAL ADVOCACY CENTER OF THE SISTERS OF THE GOOD SHEPHERD,,2020-01-03T15:48:55.843000-05:00,2019
bf7994ac-207b-4b3e-abf4-745bdd5d519b,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2020-01-06T14:34:58.800000-05:00,2019
fbe247e1-6cba-44dd-9a75-67c5e2f2e0f3,"LIONEL ""LEO"" AGUIRRE",,2020-01-14T19:00:07.727000-05:00,2019
1d1938d4-918d-4500-987c-643a1f9ee9ce,"NVG, LLC",,2020-01-17T10:37:58.607000-05:00,2019
cbd027ef-0d1f-4187-970f-f20ad6c3662d,LEAGUE OF WOMEN VOTERS OF THE U.S.,96904.00,2020-01-17T11:13:52.420000-05:00,2019
cb7d3b57-8985-47de-8309-816145570fd4,PROJECT ON GOVERNMENT OVERSIGHT,10000.00,2020-01-21T14:48:26.947000-05:00,2019
d5655caa-f757-438d-a724-b97751d3c3b9,"MASON CONSULTING, LLC",,2020-01-21T16:13:53.543000-05:00,2019
92a9a93d-ae4d-4c45-b4e8-e889b0a97757,AMERICAN CIVIL LIBERTIES UNION,280000.00,2020-01-21T16:53:15.600000-05:00,2019
cca3b1b4-4f20-4108-bd4d-923aaf89aa53,REGENXBIO,50000.00,2020-01-31T16:34:15.640000-05:00,2019
a12a653e-0935-44ce-8ae1-0d2a2a9abe9a,COALITION ON HUMAN NEEDS,,2020-04-17T12:28:01.827000-04:00,2020
9a176f53-1806-4179-8dd0-a47547efd83d,THE IMMIGRATION HUB LLC,70000.00,2020-04-19T14:41:14.063000-04:00,2020
063b6d3d-8344-4988-ad5a-efe22684bb1a,REGENXBIO,110000.00,2020-04-20T01:59:00.387000-04:00,2020
98a1e0a1-aa5d-4ddd-af94-f95b430314c6,LEAGUE OF WOMEN VOTERS OF THE U.S.,79000.00,2020-04-20T13:27:13.830000-04:00,2020
b0cdb201-b7ca-4bc7-b57c-2d7817d578fc,ALCALDE & FAY,,2020-04-20T14:00:33.257000-04:00,2020
208a1f28-daf4-4047-be2d-d568072502cb,"LIONEL ""LEO"" AGUIRRE",,2020-04-20T15:41:10.890000-04:00,2020
a96d8d42-24fe-4234-a364-fc64c82adfda,"MASON CONSULTING, LLC",,2020-04-21T15:07:07.847000-04:00,2020
c98e20d0-98ad-4751-a3cd-4fbc5a664cba,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2020-05-01T18:14:23.220000-04:00,2020
58661568-23c9-4044-b994-bb6d8b50f5a4,NATIONAL COALITION AGAINST DOMESTIC VIOLENCE,20000.00,2020-07-01T09:56:05.810000-04:00,2020
81703dba-a1e0-47a6-9019-04941109499d,COALITION ON HUMAN NEEDS,,2020-07-10T17:18:45.133000-04:00,2020
cb2438dd-42a7-4d69-a29a-dd3a75252d50,LEAGUE OF WOMEN VOTERS OF THE U.S.,48123.00,2020-07-17T12:04:46.247000-04:00,2020
d4c54ced-87c0-40cc-8aa2-4ba20262ece8,"LIONEL ""LEO"" AGUIRRE",,2020-07-20T14:09:05.870000-04:00,2020
3a1b9a25-a376-44c7-9b45-938bd7492c6c,ALCALDE & FAY,,2020-07-20T16:08:03.443000-04:00,2020
49688fa2-3664-42b6-8fb9-7651a841da62,KIDS IN NEED OF DEFENSE,60000.00,2020-07-20T17:03:07.620000-04:00,2020
52c18dc7-2261-4449-ba14-5f2b7abf5ffd,REGENXBIO,185000.00,2020-07-20T19:21:54.880000-04:00,2020
92ef93ac-1c41-4681-a9ab-d8782e6e6213,UFW FOUNDATION,30000.00,2020-07-21T19:18:36.317000-04:00,2020
d3f5bd73-2936-4bc7-a97e-a7387a9ccce3,"MASON CONSULTING, LLC",,2020-07-22T12:15:01.953000-04:00,2020
e46bb8a7-95c7-490e-8737-84cf68583bd6,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,290000.00,2020-07-23T16:25:28.713000-04:00,2020
e46bb8a7-95c7-490e-8737-84cf68583bd6,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,290000.00,2020-07-23T16:25:28.713000-04:00,2020
8720f95b-0206-4e51-885d-5798482698b6,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2020-08-11T17:16:55.667000-04:00,2020
59b62b20-97ba-418c-bb70-662c22e8c3e9,"NVG, LLC",,2020-09-02T17:49:50.677000-04:00,2018
270169da-debe-4169-b19e-777fda9046f6,LUTHERAN IMMIGRATION AND REFUGEE SERVICE,40000.00,2020-09-16T19:43:54.740000-04:00,2020
cd59fc54-a044-4c39-a544-62d7093f6ac1,WILSON & ROME LLP,,2020-09-18T04:07:20.683000-04:00,2020
9c10025b-78d1-4b54-8030-7f20450764c1,NATIONAL COALITION AGAINST DOMESTIC VIOLENCE,20000.00,2020-10-02T08:40:30.953000-04:00,2020
fbb008c3-a7f3-44b1-a8ed-5a1432b40eda,COALITION ON HUMAN NEEDS,,2020-10-08T11:43:47.370000-04:00,2020
446fdb0b-b0f9-4db7-9da4-5be600d0a1d9,REGENXBIO,60000.00,2020-10-20T00:16:20.213000-04:00,2020
ce5f9e05-7da3-419f-a39c-f48092a1b50a,"LIONEL ""LEO"" AGUIRRE",,2020-10-20T04:27:06.667000-04:00,2020
bc35d34d-f4d9-4531-a992-ee287cf68442,UFW FOUNDATION,10000.00,2020-10-20T14:21:07.660000-04:00,2020
365186d1-0a1c-4156-9f2d-3d6e949b3d31,ALCALDE & FAY,,2020-10-20T18:34:36.713000-04:00,2020
6d9ad6e0-0384-43ae-bb64-458c00ced257,"MASON CONSULTING, LLC",,2020-10-21T10:22:56.337000-04:00,2020
18ac6899-9372-41c4-89a3-25068b0c1856,UFW FOUNDATION,10000.00,2020-10-26T16:53:27.577000-04:00,2020
fc33f8f9-6f6f-4c84-8992-a6842fff9eb5,UNIVERSITY OF NORTHERN IOWA,20000.00,2021-01-12T09:24:59.383000-05:00,2020
fe73c138-b63d-436b-b6c8-80e73d6eb9b1,NATIONAL COALITION AGAINST DOMESTIC VIOLENCE,20000.00,2021-01-13T14:19:38.340000-05:00,2020
dc6b5fdb-ee2d-4534-8c17-e05cc25b68ed,COALITION ON HUMAN NEEDS,,2021-01-14T05:46:28.713000-05:00,2020
03294447-017f-4f89-87e3-b6a46a5f27bc,"LIONEL ""LEO"" AGUIRRE",,2021-01-16T01:51:30.997000-05:00,2020
aeaafa1f-4d6f-4c5a-bd7c-ad5672d2ce3e,ALCALDE & FAY,,2021-01-20T22:32:41.733000-05:00,2020
1d7e4c39-290f-4423-aa83-c04c15b6cab5,ALCALDE & FAY,,2021-01-20T22:44:55.537000-05:00,2020
2bb0ca97-1b55-48ed-a335-726c851c083a,REGENXBIO,60000.00,2021-01-21T00:21:09.210000-05:00,2020
b0a515e9-64f1-4171-a9af-1dd30a2c8fa2,"MASON CONSULTING, LLC",,2021-01-22T20:15:51.877000-05:00,2020
b96b86b8-b304-46b2-bffd-fee1f5267897,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2021-02-03T19:26:22.953000-05:00,2020
a6fc25e4-d7b0-419e-86ad-16d7ce2379d7,NETWORK LOBBY FOR CATHOLIC SOCIAL JUSTICE,,2021-02-03T20:25:27.717000-05:00,2020
26277b1f-977a-4a6c-820c-fe86aa533b5e,WILSON & ROME LLP,,2021-02-16T13:58:46.373000-05:00,2020
abb5fd8c-d867-4bf3-9eb6-e7295405a54e,ACT FOR AMERICA,,2021-03-30T11:26:21.377000-04:00,2021
db616c5c-f74a-44f2-a0ae-bd0efde17fd9,UNIVERSITY OF NORTHERN IOWA,20000.00,2021-04-09T11:33:56.300000-04:00,2021
b90574a4-a1a5-4bc8-8613-47a337a7aeb5,NATIONAL ADVOCACY CENTER OF THE SISTERS OF THE GOOD SHEPHERD,,2021-04-09T18:25:34.527000-04:00,2021
be27d542-c26e-4b31-a139-38d4c90ab845,COALITION ON HUMAN NEEDS,,2021-04-15T13:59:17.157000-04:00,2021
cfee3bc1-fea0-4fde-b974-1f7c30672160,PARALYZED VETERANS OF AMERICA,78997.00,2021-04-20T12:32:10.683000-04:00,2021
3285740c-4ba2-45d1-ad86-16c6738177f2,"LIONEL ""LEO"" AGUIRRE",,2021-04-20T14:22:10.313000-04:00,2021
fe0c62f3-a3b1-4235-a422-5852e8dfdbe3,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),158744.00,2021-04-20T16:50:16.587000-04:00,2021
9152bbd4-792f-44cb-ae1d-2f730ddbbeed,ALCALDE & FAY,,2021-04-20T23:31:42.127000-04:00,2021
24371cda-0392-42a2-97af-9cd6297dc200,"MASON CONSULTING, LLC",,2021-04-21T09:33:29.197000-04:00,2021
f27dc07f-075a-46f6-aaf0-84b383cad332,NATIONAL ADVOCACY CENTER OF THE SISTERS OF THE GOOD SHEPHERD,,2021-07-02T16:37:12.673000-04:00,2021
178d3e2a-6136-4b7f-816f-683c0389eada,COALITION ON HUMAN NEEDS,,2021-07-06T15:05:10.320000-04:00,2021
54495711-7b59-4686-aa11-8db54eb4c828,UNIVERSITY OF NORTHERN IOWA,20000.00,2021-07-11T10:43:34.017000-04:00,2021
61225941-9662-4961-a00c-367632f4c03e,"LIONEL ""LEO"" AGUIRRE",,2021-07-13T17:06:07.283000-04:00,2021
4f5a74da-cf9b-41ff-8fec-8e348823ea1d,"VOTEVETS ACTION FUND, INC.",50000.00,2021-07-16T15:39:39.147000-04:00,2021
d13162e6-0242-4c80-9d37-1e723474dd87,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),197663.98,2021-07-19T14:12:53.127000-04:00,2021
eab1bcf0-3755-41ae-aaa1-21d2fc9d2ebe,ALCALDE & FAY,,2021-07-19T18:18:55.180000-04:00,2021
1574c4ec-2ae9-4df1-acc4-13ce5b274723,PARALYZED VETERANS OF AMERICA,80580.00,2021-07-20T11:08:12.870000-04:00,2021
0b0a343d-97c9-4393-a92a-0a886df9f061,"MASON CONSULTING, LLC",,2021-07-23T14:27:04.090000-04:00,2021
926462c7-32a9-4b61-bd92-8a2fc78079fa,OREGON FARM BUREAU FEDERATION,15000.00,2021-08-02T13:34:00.010000-04:00,2021
27004906-4e3a-472f-8b25-bc9c06374b0b,OREGON FARM BUREAU FEDERATION,15000.00,2021-08-02T19:53:10.017000-04:00,2021
fcb0ae37-3420-42cc-a371-0668a97ccf2f,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),80000.00,2021-08-10T09:58:57.950000-04:00,2018
abf8d512-1d26-4058-bee6-184d4334cb3f,UNIVERSITY OF NORTHERN IOWA,20000.00,2021-10-06T14:56:12.487000-04:00,2021
2670e1a9-6de1-4aee-a786-959ad962e0b2,COALITION ON HUMAN NEEDS,,2021-10-15T12:23:51.070000-04:00,2021
d02bc608-2cab-454c-86b0-da1a27e927f2,ALCALDE & FAY,,2021-10-19T12:03:28.310000-04:00,2021
c75b55b5-c778-4f69-867f-280b3d7c3157,PARALYZED VETERANS OF AMERICA,81112.00,2021-10-19T13:28:12.703000-04:00,2021
bce84286-63d1-43cf-95c4-a4764f6dc399,KIDS IN NEED OF DEFENSE,130000.00,2021-10-19T16:29:48.133000-04:00,2021
b0b0f91e-2ab7-49ad-9b0c-6b5b336a3f7b,"LIONEL ""LEO"" AGUIRRE",,2021-10-19T18:36:25.537000-04:00,2021
20372ea0-9113-4c9c-9470-2302e2e7da78,THE AMERICAN LEGION,,2021-10-20T11:49:04.103000-04:00,2021
d94b2404-96ae-41b4-8e8a-ee4a0687977c,"MASON CONSULTING, LLC",,2021-10-22T14:38:43.357000-04:00,2021
9d168503-d8ca-4592-bc43-eb7147d18194,UNIDOSUS (FKA NATIONAL COUNCIL OF LA RAZA),180000.00,2021-11-03T15:25:31.397000-04:00,2021
57bfe675-0065-489f-b8f8-9e20f95eb7eb,COALITION ON HUMAN NEEDS,,2021-12-24T10:40:46.907000-05:00,2021
eaee907d-7ca9-4267-9d89-3ceddee8e160,OREGON FARM BUREAU FEDERATION,15000.00,2021-12-27T12:53:18.510000-05:00,2021
